Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
2/8/2025,ELX600100,EP62804,CE5863,Ir. Salimah Lestari,Home Office,Bantul,Yogyakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 3.232.186 ,1, Rp 3.232.186 ,QRIS,Grab, Rp 228.950 ,,
6/18/2025,ELX600101,EP56535,CE3384,Nadia Nurdiyanti,Home Office,Long Ikis,Kalimantan Timur,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 17.664.759 ,3, Rp 52.994.277 ,QRIS,JNE, Rp 2.957.496 ,,
3/4/2024,ELX600102,EP94207,CE7757,"Kasusra Wacana, S.T.",Corporate,Lombok Utara,NTB,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 8.949.921 ,3, Rp 26.849.763 ,Cash,Gojek, Rp 1.742.343 ,,
7/27/2023,ELX600103,EP76565,CE5021,"Ratna Waskita, S.Sos",Home Office,Surabaya,Jawa Timur,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 18.872.578 ,2, Rp 37.745.156 ,Cash,Grab, Rp 2.629.391 ,,
3/20/2025,ELX600104,EP81135,CE8050,Jaswadi Zulkarnain,Corporate,Bogor,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 18.764.689 ,1, Rp 18.764.689 ,Cash,SiCepat, Rp 2.168.699 ,,
9/22/2023,ELX600105,EP60551,CE3811,"Queen Oktaviani, S.I.Kom",Consumer,Bekasi,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 24.192.723 ,1, Rp 24.192.723 ,QRIS,POS Indonesia, Rp 2.812.567 ,,
2/21/2023,ELX600106,EP61055,CE9417,Agus Wastuti,Consumer,Kulon Progo,Yogyakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 19.348.895 ,1, Rp 19.348.895 ,QRIS,J&T, Rp 3.539.661 ,,
5/2/2023,ELX600107,EP33291,CE6620,Jessica Pratiwi,Corporate,Sukabumi,Jawa Barat,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 2.831.113 ,2, Rp 5.662.226 ,Cash,Gojek, Rp 1.041.341 ,,
8/26/2025,ELX600108,EP72555,CE7218,"Chelsea Novitasari, M.Kom.",Consumer,Depok,Jawa Barat,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 536.272 ,2, Rp 1.072.544 ,Cash,SiCepat, Rp 164.046 ,,
10/13/2023,ELX600109,EP38433,CE1287,"Drs. Bagas Budiman, S.Kom",Consumer,Yogyakarta,Yogyakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 13.166.330 ,3, Rp 39.498.990 ,QRIS,Ninja Xpress, Rp 4.836.294 ,,
11/20/2025,ELX600110,EP67992,CE2600,Septi Hassanah,Consumer,Bantaeng,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 13.078.313 ,2, Rp 26.156.626 ,Cash,Gojek, Rp 2.659.381 ,,
8/12/2023,ELX600111,EP92805,CE5440,Citra Natsir,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 7.382.467 ,2, Rp 14.764.934 ,Cash,Ninja Xpress, Rp 871.052 ,,
6/21/2024,ELX600112,EP13304,CE2238,Harjo Tarihoran,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 18.983.167 ,2, Rp 37.966.334 ,QRIS,Gojek, Rp 1.919.761 ,,
6/10/2023,ELX600113,EP51909,CE6739,"Cut Keisha Simbolon, M.Kom.",Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 13.009.058 ,3, Rp 39.027.174 ,Cash,AnterAja, Rp 3.099.858 ,,
9/8/2024,ELX600114,EP78575,CE1990,Ade Tamba,Home Office,Depok,Jawa Barat,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 22.322.297 ,3, Rp 66.966.891 ,QRIS,Ninja Xpress, Rp 4.048.228 ,,
6/10/2023,ELX600115,EP34073,CE7465,Winda Saragih,Home Office,Surabaya,Jawa Timur,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 11.314.991 ,1, Rp 11.314.991 ,QRIS,JNE, Rp 2.067.808 ,,
10/22/2025,ELX600116,EP70108,CE7566,Puti Ana Wahyuni,Consumer,Lombok Utara,NTB,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 1.769.991 ,1, Rp 1.769.991 ,Debit,Ninja Xpress, Rp 98.942 ,,
9/8/2024,ELX600117,EP53094,CE6001,Icha Wahyudin,Consumer,Makassar,Sulawesi Selatan,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 6.103.747 ,3, Rp 18.311.241 ,Cash,J&T, Rp 3.283.177 ,,
12/3/2025,ELX600118,EP21023,CE9658,Mursita Maryati,Home Office,Klungkung,Bali,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 7.641.116 ,3, Rp 22.923.348 ,QRIS,Ninja Xpress, Rp 3.295.737 ,,
8/22/2024,ELX600119,EP83593,CE9872,Jindra Marpaung,Home Office,Balikpapan,Kalimantan Timur,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 16.487.811 ,1, Rp 16.487.811 ,Cash,Grab, Rp 2.290.797 ,,
9/22/2023,ELX600120,EP86028,CE7506,"Viktor Padmasari, S.Kom",Consumer,Tasikmalaya,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 13.260.880 ,1, Rp 13.260.880 ,QRIS,SiCepat, Rp 2.632.322 ,,
8/26/2025,ELX600121,EP59165,CE1420,Puspa Adriansyah,Corporate,Bogor,Jawa Barat,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 15.588.084 ,3, Rp 46.764.252 ,Debit,Gojek, Rp 4.824.112 ,,
12/23/2024,ELX600122,EP39548,CE7689,"Jasmin Purnawati, S.Psi",Consumer,Depok,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 6.453.176 ,2, Rp 12.906.352 ,QRIS,AnterAja, Rp 1.584.370 ,,
8/22/2024,ELX600123,EP24798,CE1592,Kemal Laksmiwati,Home Office,Surabaya,Jawa Timur,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 20.712.744 ,2, Rp 41.425.488 ,Cash,POS Indonesia, Rp 7.014.978 ,,
12/3/2025,ELX600124,EP88535,CE9106,Jarwa Wastuti,Home Office,Sragen,Jawa Tengah,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 21.636.771 ,1, Rp 21.636.771 ,QRIS,Ninja Xpress, Rp 3.753.178 ,,
7/6/2024,ELX600125,EP40820,CE1445,Umi Wulandari,Home Office,Bogor,Jawa Barat,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 5.112.063 ,3, Rp 15.336.189 ,Cash,Gojek, Rp 1.414.979 ,,
2/16/2024,ELX600126,EP54423,CE6458,"Dr. Emin Yolanda, S.E.I",Home Office,Medan,Sumatera Utara,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 22.421.979 ,2, Rp 44.843.958 ,Cash,Ninja Xpress, Rp 7.451.276 ,,
5/24/2025,ELX600127,EP37501,CE5172,Paramita Sitorus,Corporate,Semarang,Jawa Tengah,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 15.795.825 ,3, Rp 47.387.475 ,QRIS,Grab, Rp 4.250.457 ,,
1/15/2024,ELX600128,EP68164,CE7631,Septi Wacana,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 16.250.510 ,3, Rp 48.751.530 ,Debit,SiCepat, Rp 6.021.906 ,,
6/18/2025,ELX600129,EP79457,CE4997,Liman Jailani,Corporate,Kudus,Jawa Tengah,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 1.474.151 ,2, Rp 2.948.302 ,QRIS,Gojek, Rp 174.394 ,,
3/20/2025,ELX600130,EP32948,CE6614,"Drs. Banara Latupono, S.Ked",Consumer,Solo,Jawa Tengah,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 20.332.998 ,2, Rp 40.665.996 ,QRIS,Ninja Xpress, Rp 2.092.932 ,,
8/12/2023,ELX600131,EP59200,CE4284,T. Nyoman Sudiati,Consumer,Kudus,Jawa Tengah,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 8.050.809 ,1, Rp 8.050.809 ,Cash,J&T, Rp 530.096 ,,
3/4/2024,ELX600132,EP20231,CE2587,Vicky Siregar,Consumer,Surabaya,Jawa Timur,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 10.424.053 ,3, Rp 31.272.159 ,Debit,AnterAja, Rp 1.860.865 ,,
10/13/2023,ELX600133,EP93352,CE3885,"Lanjar Rahimah, S.Sos",Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 8.492.701 ,3, Rp 25.478.103 ,QRIS,Gojek, Rp 1.349.139 ,,
4/24/2025,ELX600134,EP37613,CE7312,Prasetya Wacana,Corporate,Klaten,Jawa Tengah,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 10.587.650 ,2, Rp 21.175.300 ,QRIS,J&T, Rp 2.090.595 ,,
9/11/2025,ELX600135,EP21024,CE9913,Timbul Waluyo,Consumer,Bekasi,Jawa Barat,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 19.509.394 ,1, Rp 19.509.394 ,Cash,Grab, Rp 2.451.167 ,,
2/21/2023,ELX600136,EP91799,CE1606,Faizah Mandala,Consumer,Medan,Sumatera Utara,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 24.084.721 ,3, Rp 72.254.163 ,Cash,JNE, Rp 13.530.371 ,,
12/23/2024,ELX600137,EP98640,CE7430,Prayogo Ramadan,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 23.865.165 ,2, Rp 47.730.330 ,Debit,Ninja Xpress, Rp 6.580.485 ,,
1/15/2024,ELX600138,EP72605,CE6318,Harimurti Susanti,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 19.887.804 ,1, Rp 19.887.804 ,Cash,POS Indonesia, Rp 1.783.339 ,,
1/15/2024,ELX600139,EP26350,CE1823,R. Almira Gunarto,Consumer,Depok,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 8.323.385 ,1, Rp 8.323.385 ,Cash,AnterAja, Rp 1.129.193 ,,
5/24/2025,ELX600140,EP78153,CE8244,Anastasia Halim,Consumer,Semarang,Jawa Tengah,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 16.260.552 ,1, Rp 16.260.552 ,Debit,JNE, Rp 1.481.703 ,,
2/16/2024,ELX600141,EP38059,CE6763,Eva Nasyidah,Corporate,Bandung,Jawa Barat,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 14.569.879 ,1, Rp 14.569.879 ,Cash,J&T, Rp 2.605.038 ,,
9/11/2025,ELX600142,EP30337,CE9394,Lukman Thamrin,Consumer,Medan,Sumatera Utara,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 14.132.610 ,1, Rp 14.132.610 ,QRIS,J&T, Rp 1.280.248 ,,
9/11/2025,ELX600143,EP32964,CE5704,"T. Luthfi Kurniawan, S.Kom",Corporate,Bekasi,Jawa Barat,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 2.304.797 ,1, Rp 2.304.797 ,Cash,POS Indonesia, Rp 128.647 ,,
10/20/2024,ELX600144,EP57569,CE6231,"Sutan Jarwi Permata, S.Pd",Home Office,Langkat,Sumatera Utara,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 21.541.808 ,1, Rp 21.541.808 ,QRIS,AnterAja, Rp 1.142.846 ,,
12/24/2023,ELX600145,EP35257,CE8349,drg. Gamblang Nainggolan,Corporate,Cimahi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 2.273.102 ,3, Rp 6.819.306 ,Debit,JNE, Rp 940.534 ,,
4/1/2023,ELX600146,EP53057,CE4885,Hj. Siti Halimah,Consumer,Bandung,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 77.430 ,3, Rp 232.290 ,QRIS,SiCepat, Rp 25.519 ,,
2/8/2025,ELX600147,EP33913,CE9159,Eka Wahyuni,Home Office,Karawang,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 21.495.919 ,1, Rp 21.495.919 ,QRIS,AnterAja, Rp 1.721.854 ,,
4/1/2023,ELX600148,EP47367,CE2328,"Jaswadi Riyanti, M.Farm",Corporate,Bogor,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 20.517.015 ,3, Rp 61.551.045 ,Cash,AnterAja, Rp 5.259.716 ,,
1/19/2025,ELX600149,EP19430,CE8153,drg. Jamalia Sitorus,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 7.279.654 ,3, Rp 21.838.962 ,Cash,SiCepat, Rp 2.488.952 ,,
3/20/2025,ELX600150,EP89048,CE5508,"Kurnia Rahayu, M.Pd",Consumer,Makassar,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 13.379.309 ,2, Rp 26.758.618 ,Debit,JNE, Rp 3.641.997 ,,
4/9/2024,ELX600151,EP32661,CE8908,"R. Karja Mayasari, M.TI.",Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 5.994.332 ,2, Rp 11.988.664 ,Debit,POS Indonesia, Rp 1.712.691 ,,
11/11/2024,ELX600152,EP32360,CE1475,Leo Wasita,Consumer,Depok,Jawa Barat,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 18.621.484 ,1, Rp 18.621.484 ,QRIS,AnterAja, Rp 1.453.922 ,,
4/24/2025,ELX600153,EP23310,CE1226,"Taufan Hakim, S.Pt",Corporate,Makassar,Sulawesi Selatan,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 15.139.463 ,1, Rp 15.139.463 ,Cash,SiCepat, Rp 1.756.443 ,,
12/3/2025,ELX600154,EP92207,CE6652,Ajeng Yuliarti,Home Office,Kulon Progo,Yogyakarta,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 24.439.969 ,3, Rp 73.319.907 ,Debit,SiCepat, Rp 5.990.823 ,,
9/22/2023,ELX600155,EP59104,CE2022,Dr. Jaya Mangunsong,Home Office,Magelang,Jawa Tengah,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 12.149.488 ,1, Rp 12.149.488 ,Cash,Grab, Rp 2.405.514 ,,
3/9/2023,ELX600156,EP31058,CE1841,Sutan Johan Hutasoit,Home Office,Medan,Sumatera Utara,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 11.829.008 ,3, Rp 35.487.024 ,QRIS,AnterAja, Rp 3.751.180 ,,
9/11/2025,ELX600157,EP81723,CE8250,"dr. Jumari Simbolon, S.T.",Corporate,Bantul,Yogyakarta,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 7.206.389 ,2, Rp 14.412.778 ,QRIS,J&T, Rp 1.937.421 ,,
2/16/2024,ELX600158,EP97107,CE3460,Carla Firmansyah,Home Office,Kediri,Jawa Timur,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 22.409.540 ,1, Rp 22.409.540 ,Debit,POS Indonesia, Rp 3.726.462 ,,
12/3/2025,ELX600159,EP41986,CE7755,Mila Irawan,Corporate,Maros,Sulawesi Selatan,Indonesia,Networking,Router,Tenda Nova MW3, Rp 2.732.043 ,1, Rp 2.732.043 ,Debit,JNE, Rp 492.119 ,,
6/18/2025,ELX600160,EP91590,CE3749,Dina Hasanah,Consumer,Yogyakarta,Yogyakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 19.147.002 ,3, Rp 57.441.006 ,Debit,SiCepat, Rp 6.609.335 ,,
10/13/2023,ELX600161,EP50440,CE9797,Argono Natsir,Home Office,Makassar,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 10.537.913 ,2, Rp 21.075.826 ,Cash,Gojek, Rp 3.228.751 ,,
6/18/2025,ELX600162,EP11136,CE3012,Paris Samosir,Consumer,Bogor,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 14.894.265 ,3, Rp 44.682.795 ,QRIS,Ninja Xpress, Rp 5.814.499 ,,
12/3/2025,ELX600163,EP16823,CE9213,"Erik Prakasa, S.T.",Consumer,Bekasi,Jawa Barat,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 7.298.879 ,2, Rp 14.597.758 ,Debit,POS Indonesia, Rp 2.485.029 ,,
6/18/2025,ELX600164,EP91868,CE7228,Tgk. Sadina Haryanto,Home Office,Bandung,Jawa Barat,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 2.965.448 ,2, Rp 5.930.896 ,Cash,Grab, Rp 352.129 ,,
7/20/2025,ELX600165,EP54401,CE3838,Zelaya Mustofa,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 8.978.490 ,2, Rp 17.956.980 ,Debit,Gojek, Rp 1.369.930 ,,
3/20/2025,ELX600166,EP13834,CE5600,Endah Maryati,Home Office,Balikpapan,Kalimantan Timur,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 12.693.082 ,2, Rp 25.386.164 ,Cash,POS Indonesia, Rp 4.287.252 ,,
6/18/2025,ELX600167,EP32115,CE8384,Drs. Gadang Hutagalung,Consumer,Surabaya,Jawa Timur,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 24.946.960 ,1, Rp 24.946.960 ,Debit,JNE, Rp 3.025.429 ,,
9/11/2025,ELX600168,EP39218,CE1505,Faizah Rahmawati,Corporate,Yogyakarta,Yogyakarta,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 2.301.233 ,3, Rp 6.903.699 ,Debit,SiCepat, Rp 1.259.468 ,,
3/20/2025,ELX600169,EP13163,CE4681,Bella Hasanah,Home Office,Kediri,Jawa Timur,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 1.619.690 ,3, Rp 4.859.070 ,QRIS,Grab, Rp 927.431 ,,
5/13/2024,ELX600170,EP56144,CE8992,Ikin Hakim,Corporate,Blitar,Jawa Timur,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 1.623.930 ,1, Rp 1.623.930 ,Cash,JNE, Rp 125.679 ,,
4/24/2025,ELX600171,EP15403,CE3682,dr. Hasta Nuraini,Consumer,Lombok Utara,NTB,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 8.722.071 ,1, Rp 8.722.071 ,Cash,SiCepat, Rp 536.407 ,,
12/24/2023,ELX600172,EP43646,CE6081,Prima Pradana,Consumer,Lombok Tengah,NTB,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 15.481.719 ,1, Rp 15.481.719 ,Debit,AnterAja, Rp 2.659.565 ,,
2/8/2025,ELX600173,EP45309,CE1019,"KH. Gamblang Narpati, S.T.",Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 5.567.842 ,3, Rp 16.703.526 ,Cash,J&T, Rp 3.308.665 ,,
10/20/2024,ELX600174,EP25284,CE6039,Martaka Marpaung,Home Office,Depok,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 21.235.108 ,2, Rp 42.470.216 ,Cash,Ninja Xpress, Rp 3.228.901 ,,
7/6/2024,ELX600175,EP55847,CE6080,"Dt. Jasmani Prastuti, M.TI.",Home Office,Bogor,Jawa Barat,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 24.089.865 ,2, Rp 48.179.730 ,Cash,SiCepat, Rp 8.385.830 ,,
7/6/2024,ELX600176,EP84568,CE6777,Vero Sihombing,Home Office,Pekalongan,Jawa Tengah,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 20.080.382 ,2, Rp 40.160.764 ,QRIS,J&T, Rp 6.748.989 ,,
6/21/2024,ELX600177,EP83208,CE5518,Balijan Safitri,Home Office,Depok,Jawa Barat,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 15.706.052 ,1, Rp 15.706.052 ,Cash,AnterAja, Rp 2.165.170 ,,
7/27/2023,ELX600178,EP97956,CE7291,Mala Tarihoran,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 13.886.259 ,3, Rp 41.658.777 ,QRIS,Grab, Rp 2.763.221 ,,
11/21/2023,ELX600179,EP72138,CE6905,Putu Najmudin,Corporate,Subang,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 17.619.203 ,3, Rp 52.857.609 ,QRIS,Ninja Xpress, Rp 6.653.117 ,,
12/23/2024,ELX600180,EP39128,CE6363,R. Talia Fujiati,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 24.273.973 ,3, Rp 72.821.919 ,Cash,Grab, Rp 7.190.215 ,,
10/13/2023,ELX600181,EP41404,CE4748,Farhunnisa Utama,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 14.101.728 ,2, Rp 28.203.456 ,Cash,SiCepat, Rp 2.390.158 ,,
12/23/2024,ELX600182,EP94489,CE1988,"Dr. Karna Mulyani, M.Ak",Home Office,Sleman,Yogyakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 20.666.683 ,2, Rp 41.333.366 ,Cash,J&T, Rp 4.497.624 ,,
7/27/2023,ELX600183,EP72032,CE9771,Azalea Waluyo,Home Office,Bekasi,Jawa Barat,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 18.159.436 ,1, Rp 18.159.436 ,Debit,POS Indonesia, Rp 1.935.955 ,,
2/8/2025,ELX600184,EP26304,CE8789,Jaya Kurniawan,Consumer,Balikpapan,Kalimantan Timur,Indonesia,Networking,Router,Tenda Nova MW3, Rp 2.486.089 ,1, Rp 2.486.089 ,QRIS,Ninja Xpress, Rp 400.487 ,,
10/20/2024,ELX600185,EP97670,CE6635,"Kadir Hardiansyah, S.Gz",Consumer,Depok,Jawa Barat,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 17.064.489 ,2, Rp 34.128.978 ,QRIS,POS Indonesia, Rp 5.116.754 ,,
2/8/2025,ELX600186,EP57920,CE6712,Ira Tampubolon,Home Office,Bekasi,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 23.902.277 ,3, Rp 71.706.831 ,Debit,POS Indonesia, Rp 11.702.136 ,,
4/9/2024,ELX600187,EP39785,CE3367,"dr. Hasan Ramadan, S.Pd",Home Office,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 13.909.650 ,2, Rp 27.819.300 ,QRIS,JNE, Rp 4.302.783 ,,
10/22/2025,ELX600188,EP26265,CE2310,Jail Salahudin,Consumer,Medan,Sumatera Utara,Indonesia,Networking,Router,Tenda Nova MW3, Rp 23.392.174 ,2, Rp 46.784.348 ,QRIS,Grab, Rp 4.517.044 ,,
11/21/2023,ELX600189,EP58399,CE3281,Drs. Lasmanto Sihotang,Corporate,Depok,Jawa Barat,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 6.625.568 ,2, Rp 13.251.136 ,Cash,Gojek, Rp 2.471.544 ,,
6/18/2025,ELX600190,EP71464,CE3468,R.M. Cakrajiya Budiyanto,Home Office,Balikpapan,Kalimantan Timur,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 5.037.152 ,1, Rp 5.037.152 ,Debit,JNE, Rp 721.001 ,,
1/21/2023,ELX600191,EP37065,CE8477,Puti Nugroho,Consumer,Surabaya,Jawa Timur,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 2.606.367 ,1, Rp 2.606.367 ,Cash,Ninja Xpress, Rp 284.615 ,,
4/1/2023,ELX600192,EP46314,CE9242,"Vera Nasyiah, S.T.",Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 24.082.912 ,1, Rp 24.082.912 ,Cash,POS Indonesia, Rp 3.534.263 ,,
1/19/2025,ELX600193,EP16690,CE3589,Jono Kurniawan,Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 14.013.361 ,3, Rp 42.040.083 ,QRIS,AnterAja, Rp 6.200.381 ,,
10/20/2024,ELX600194,EP67136,CE4278,Wawan Wastuti,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 5.475.634 ,2, Rp 10.951.268 ,Cash,AnterAja, Rp 916.643 ,,
8/22/2024,ELX600195,EP43538,CE3588,"dr. Juli Siregar, M.M.",Home Office,Tabanan,Bali,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 11.730.693 ,2, Rp 23.461.386 ,Debit,Grab, Rp 1.900.037 ,,
7/27/2023,ELX600196,EP78096,CE5533,Ir. Surya Pudjiastuti,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Networking,Router,TP-Link Deco M5, Rp 19.687.244 ,1, Rp 19.687.244 ,Cash,POS Indonesia, Rp 988.525 ,,
6/21/2024,ELX600197,EP12176,CE1765,Sidiq Thamrin,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 20.531.688 ,3, Rp 61.595.064 ,QRIS,AnterAja, Rp 10.738.457 ,,
6/21/2024,ELX600198,EP47328,CE4674,Iriana Prasetyo,Home Office,Bekasi,Jawa Barat,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 19.987.607 ,3, Rp 59.962.821 ,Cash,J&T, Rp 4.277.847 ,,
1/21/2023,ELX600199,EP61080,CE6822,Keisha Irawan,Consumer,Cirebon,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 11.862.213 ,3, Rp 35.586.639 ,QRIS,J&T, Rp 5.644.888 ,,
12/3/2025,ELX600200,EP69103,CE6733,"Himawan Hasanah, M.Kom.",Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 18.595.142 ,2, Rp 37.190.284 ,QRIS,POS Indonesia, Rp 2.490.638 ,,
1/21/2023,ELX600201,EP49474,CE8166,"Balamantri Yulianti, M.Ak",Home Office,Magelang,Jawa Tengah,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 9.919.553 ,2, Rp 19.839.106 ,Debit,J&T, Rp 1.014.405 ,,
